;codigo_VU;raz_social;nombre;rubro;ciiu6;ciiu4;region;provincia;comuna;coord_este;coord_norte;huso;COD_FUENTE;fuente_emision;COMBUSTIBLE PRIMARIO;EMISION PRIMARIO;COMBUSTIBLE SECUNDARIO;EMISION SECUNDARIO;EMISION MATERIA PRIMA;tipo_contaminante;ton_emision;ORIGEN;Longitud;Latitud
134404;2059;CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.;PLANTA 1 CIAL;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Metropolitana de Santiago;Santiago;Pudahuel;335762,0;6303984,0;19,0;IN-GEV-25213;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;6,7602554805989e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;6,7602554805989e-07;RUEA;-70,76585598839876;-33,39089401585678
134517;5441011;ILUSTRE MUNICIPALIDAD DE FUTRONO;LICEO RURAL LLIFEN;Otras actividades;Enseñanza primaria, secundaria científico humanista y técnico profesional pública;Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada;Los Ríos;0;Futrono;-40,197721023659;-72,259431557946;18,0;CA-OR-33752;Caldera Agua Caliente;Petróleo N 2 (Diesel);6,6946432256266e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;6,6946432256266e-07;RUEA;-165,2412141177792;-85,52575401027613
134540;4585419;GENDARMERIA DE CHILE DIRECCION REGIONAL COYHAIQUE;CRS COYHAIQUE;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibañez del Campo;0;Coihaique;-45,584298851859;-72,072522433751;18,0;CA-OR-34860;Caldera Agua Caliente;Petróleo N 2 (Diesel);6,6693655455777e-07;Kerosene;0,0;0,0;Arsenic;6,6693655455777e-07;RUEA;-165,24119012003837;-85,525705916302
134544;3743893;CONDOMINIO CORDILLERA;CONDOMINIO CORDILLERA TORRE MANQUEHUE TORRE PLOMO;Otras actividades;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;Actividades inmobiliarias realizadas con bienes propios o arrendados;Metropolitana de Santiago;0;Vitacura;-33,381300113657;-70,588962142813;19,0;CA-OR-33606;Caldera Agua Caliente;Gas Natural;3,3345416019438e-07;Gas Natural;3,3345416019438e-07;0,0;Arsenic;6,6690832038876e-07;RUEA;-159,24102620190416;-85,52581494247273
134549;309222;CINTAC S.A.I.C.;CINTAC S.A.I.C.;Otras industrias manufactureras;Fabricación de productos metálicos para uso estructural;Fabricación de productos metálicos para uso estructural;Metropolitana de Santiago;Santiago;Maipú;339775,0;6290725,0;19,0;CA-OR-2779;Caldera Agua Caliente;Gas Natural;6,6505110734463e-07;Gas Licuado de Petróleo;0,0;0,0;Mercury;6,6505110734463e-07;RUEA;-70,72509196637024;-33,51103858792217
134564;323181;PARQUE AUSTRAL SOCIEDAD ANONIMA CERRADA;SOCIEDAD PARQUE AUSTRAL S.A.C.;Otras actividades;Actividades de otros clubes deportivos n.c.p.;Actividades de clubes deportivos;Aysén del Gral. Carlos Ibáñez del Campo;Coihaique;Coyhaique;728292,0;4948319,0;18,0;CA-OR-23501;Caldera Agua Caliente;Petróleo N 2 (Diesel);6,6251751141039e-07;Kerosene;0,0;0,0;Arsenic;6,6251751141039e-07;RUEA;-72,07369739986186;-45,58117854807662
134567;4586507;RESINAS DEL BIO BIO S A;PLANTA DE RESINAS REBISA;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Biobío;Concepción;Coronel;664040,0;5910555,0;18,0;CA-OR-27761;Caldera Agua Caliente;Gas Natural;6,6116524360866e-07;Gas Natural;0,0;0,0;Arsenic;6,6116524360866e-07;RUEA;-73,15797093035714;-36,93678790713461
134593;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24022;Caldera Agua Caliente;Gas Natural;6,589546957829e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;6,589546957829e-07;RUEA;-73,0314556340173;-36,81394586250418
134616;3037;PANIFICADORA LA REINA LIMITADA;PANIFICADORA LA REINA LTDA.;Otras industrias manufactureras;Elaboración de productos de panadería y pastelería;Elaboración de productos de panadería;Metropolitana de Santiago;0;La Reina;-33,444662156009;-70,564954871354;19,0;HR-OR-27785;Horno de Panadería;Petróleo N 2 (Diesel);6,5828285660457e-07;Gas Natural;0,0;0,0;Lead;6,5828285660457e-07;RUEA;-159,24102342330178;-85,52581437756737
134618;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24020;Caldera Agua Caliente;Gas Natural;6,575053452954e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;6,575053452954e-07;RUEA;-73,0314556340173;-36,81394586250418
134624;6750;TRESMONTES S.A;TRESMONTES COMPLEJO CASABLANCA;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Valparaíso;Valparaíso;Casablanca;277366,0;6309597,0;19,0;IN-GEV-14448;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;6,5682027680819e-07;Petróleo N 6;0,0;0,0;Mercury;6,5682027680819e-07;RUEA;-71,39191957009754;-33,32979212506289
134668;5481457;EDIFICIO PLAZA PEDRO DE VALDIVIA;COMUNIDAD PLAZA PEDRO DE VALDIVIA;Otras actividades;Servicios imputados de alquiler de viviendas;Actividades inmobiliarias realizadas con bienes propios o arrendados;Metropolitana de Santiago;0;Providencia;-33,437798;-70,6046904;19,0;CA-OR-33049;Caldera Agua Caliente;Gas Natural;6,5297922255785e-07;Gas Natural;0,0;0,0;Toluene;6,5297922255785e-07;RUEA;-159,24102797495496;-85,52581443736563
134674;89013;COMPANIA MINERA TECK QUEBRADA BLANCA S.A.;MINERA QUEBRADA BLANCA;Minería;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Tarapacá;Tamarugal;Pica;524133,0;7678772,0;19,0;IN-GEV-30887;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 6;0,0;Petróleo N 2 (Diesel);6,5065388705167e-07;0,0;Arsenic;6,5065388705167e-07;RUEA;-68,76780654874047;-20,991532184715066
134970;4585418;GENDARMERIA DE CHILE DIRECCION REGIONAL COYHAIQUE;CENTRO CUMPLIMIENTO PENITENCIARIO COYHAIQUE;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Aysén del Gral. Carlos Ibañez del Campo;0;Coihaique;-45,574281591379;-72,050190886934;18,0;CA-OR-34858;Caldera Agua Caliente;Petróleo N 2 (Diesel);6,3272663246516e-07;Kerosene;0,0;0,0;Arsenic;6,3272663246516e-07;RUEA;-165,24118756875558;-85,52570600659608
134971;4585418;GENDARMERIA DE CHILE DIRECCION REGIONAL COYHAIQUE;CENTRO CUMPLIMIENTO PENITENCIARIO COYHAIQUE;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Aysén del Gral. Carlos Ibañez del Campo;0;Coihaique;-45,574281591379;-72,050190886934;18,0;CA-OR-34859;Caldera Agua Caliente;Petróleo N 2 (Diesel);6,3272663246516e-07;Kerosene;0,0;0,0;Arsenic;6,3272663246516e-07;RUEA;-165,24118756875558;-85,52570600659608
135058;323335;SERVICIO DE SALUD VINA DEL MAR QUILLOTA;HOSPITAL DR GUSTAVO FRICKE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Valparaíso;Valparaíso;Viña del Mar;262546,0;6342573,0;19,0;CA-OR-3406;Caldera Agua Caliente;Gas Natural;6,3065327622811e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;6,3065327622811e-07;RUEA;-71,5424076176495;-33,02947227110518
135069;2079;INGOMAR S A;INGOMAR SA;Industria química, del plástico y caucho;Fabricación de otros productos de caucho;Fabricación de otros productos de caucho;Metropolitana de Santiago;Santiago;Quinta Normal;341058,0;6300297,0;19,0;IN-GEV-15496;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;6,2807568401169e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;6,2807568401169e-07;RUEA;-70,70958803984865;-33,42493219224062
135071;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;HR-PPM-8553;Horno de Refino;Gas Natural;6,2791796357067e-07;Petróleo N 6;0,0;0,0;Arsenic;6,2791796357067e-07;RUEA;-68,88541746483122;-22,315160865017884
135128;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23612;Caldera Agua Caliente;Gas Natural;3,9043683313898e-07;Petróleo N 2 (Diesel);2,2932809586279e-07;0,0;Lead;6,1976492900177e-07;RUEA;-70,57410849342273;-33,391572060896785
135155;4587808;EMPRESAS CAROZZI S A;COMPLEJO INDUSTRIAL NOS;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Metropolitana de Santiago;Maipo;San Bernardo;341309,0;6275448,0;19,0;IN-GEV-24870;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;6,1541286780177e-07;Gas Licuado de Petróleo;0,0;0,0;Lead;6,1541286780177e-07;RUEA;-70,71129932313572;-33,64899732942011
135247;3793316;CLUB DE LA UNION DE VALDIVIA;CLUB DE LA UNION;Otras actividades;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";Otras actividades de servicio de comidas;Los Ríos;Valdivia;Valdivia;650157,0;5591341,0;18,0;CA-OR-18615;Caldera Agua Caliente;Viruta, Despuntes;5,6334453524237e-07;Leña;4,6295042811653e-08;0,0;Mercury;6,09639578054023e-07;RUEA;-73,24567503403587;-39,81466165568475
135275;84134;MOLY COP CHILE S A;MOLY COP CHILE PLANTA MEJILLONES;Otras industrias manufactureras;"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";Antofagasta;Antofagasta;Mejillones;356128,0;7446435,0;19,0;CA-OR-26297;Caldera Agua Caliente;Gas Natural;6,0673883869798e-07;Gas Licuado de Petróleo;0,0;0,0;Benzene;6,0673883869798e-07;RUEA;-70,40466003958804;-23,084495374728522
135447;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;HR-PPM-8551;Horno de Refino;Gas Natural;5,9633692400249e-07;Petróleo N 6;0,0;0,0;Arsenic;5,9633692400249e-07;RUEA;-68,88541746483122;-22,315160865017884
135454;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23613;Caldera Agua Caliente;Gas Natural;3,1868087461614e-07;Petróleo N 2 (Diesel);2,7575864952862e-07;0,0;Lead;5,9443952414476e-07;RUEA;-70,57410849342273;-33,391572060896785
135492;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23615;Caldera Agua Caliente;Gas Natural;5,8839885988729e-07;Petróleo N 2 (Diesel);0,0;0,0;Toluene;5,8839885988729e-07;RUEA;-70,57410849342273;-33,391572060896785
135493;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23616;Caldera Agua Caliente;Gas Natural;5,8839885988729e-07;Petróleo N 2 (Diesel);0,0;0,0;Toluene;5,8839885988729e-07;RUEA;-70,57410849342273;-33,391572060896785
135495;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32351;Caldera Agua Caliente;Petróleo N 2 (Diesel);5,8803796015358e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,8803796015358e-07;RUEA;-165,2412967943742;-85,5257424060219
135503;4587140;FUNDACION SAN MATEO DE LA COMPANIA DE JESUS;FUNDACIÓN SAN MATEO DE LA COMPAÑÍA DE JESÚS;Otras actividades;Enseñanza primaria, secundaria científico humanista y técnico profesional privada;Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada;Los Lagos;Osorno;Osorno;658563,0;5506045,0;18,0;CA-OR-16926;Caldera Agua Caliente;Leña;5,8640387561427e-07;Leña;0,0;0,0;Mercury;5,8640387561427e-07;RUEA;-73,126484754632;-40,58120228144222
135545;8490;EMPRESAS LOURDES S A;EMPRESAS LOURDES S.A.;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Metropolitana de Santiago;Talagante;Isla de Maipo;322118,0;6264188,0;19,0;IN-GEV-20277;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;5,0262411280633e-07;Petróleo N 2 (Diesel);8,0032386546932e-08;0,0;Arsenic;5,82656499353262e-07;RUEA;-70,92041387423188;-33,747461055888465
135553;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17872;Caldera Agua Caliente;Gas Natural;5,8224147792074e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;5,8224147792074e-07;RUEA;-73,10888075243236;-36,740608187251645
135554;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17875;Caldera Agua Caliente;Gas Natural;5,8224147792074e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;5,8224147792074e-07;RUEA;-73,10888075243236;-36,740608187251645
135555;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17880;Caldera Agua Caliente;Gas Natural;5,8224147792074e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;5,8224147792074e-07;RUEA;-73,10888075243236;-36,740608187251645
135568;319891;INDURA S.A.;INDURA S A INDUSTRIA Y COMERCIO;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Metropolitana de Santiago;Santiago;Cerrillos;341161,0;6291822,0;19,0;HR-FS-31033;Horno Secador;Gas Natural;5,8064921636683e-07;Propano;0,0;0,0;Toluene;5,8064921636683e-07;RUEA;-70,70998059163891;-33,50135533814274
135575;246039;COCA COLA EMBONOR S A;PLANTA TALCA;Otras industrias manufactureras;Elaboración de bebidas no alcohólicas;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";Maule;Talca;Talca;262989,0;6080916,0;19,0;IN-GEV-19561;Caldera Industrial (Generadora de Vapor o Agua Caliente);Aserrín;5,7866913920982e-07;Aserrín;0,0;0,0;Arsenic;5,7866913920982e-07;RUEA;-71,6093795157281;-35,38696464522139
135624;4585272;EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO;HOSPITAL MILITAR DE SANTIAGO;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Reina;-33,451593295292;-70,539345262265;19,0;CA-OR-32093;Caldera Agua Caliente;Gas Natural;5,7724131484964e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;5,7724131484964e-07;RUEA;-159,24102048854337;-85,52581431663867
135642;1505;COCA COLA DE CHILE S A;COCA COLA DE CHILE SA;Otras industrias manufactureras;Elaboración de bebidas no alcohólicas;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";Metropolitana de Santiago;Maipo;San Bernardo;340807,0;6286304,0;19,0;IN-GEV-21612;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;5,7615813755104e-07;Petróleo N 2 (Diesel);0,0;0,0;Benzene;5,7615813755104e-07;RUEA;-70,71477195218012;-33,55105057086198
135692;4591939;SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO;HOSPITAL DE NINOS DR ROBERTO DEL RIO;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Independencia;346140,0;6301214,0;19,0;CA-OR-31411;Caldera Agua Caliente;Gas Natural;5,7159000127768e-07;Gas Natural;0,0;0,0;Arsenic;5,7159000127768e-07;RUEA;-70,65478909547816;-33,41740579181448
135705;319891;INDURA S.A.;INDURA S A INDUSTRIA Y COMERCIO;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Metropolitana de Santiago;Santiago;Cerrillos;341161,0;6291822,0;19,0;HR-FS-31035;Horno Secador;Gas Natural;5,7038811429806e-07;Propano;0,0;0,0;Toluene;5,7038811429806e-07;RUEA;-70,70998059163891;-33,50135533814274
135786;9899;CLINICA LAS CONDES S A;CLINICA LAS CONDES;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Las Condes;357665,0;6305112,0;19,0;CA-OR-23973;Caldera Agua Caliente;Gas Natural;5,6560579070945e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,6560579070945e-07;RUEA;-70,53025959451627;-33,38385061598127
135790;5469331;TURISMO Y CABANAS AGUAS CALIENTES LTDA;AGUAS CALIENTES;Otras actividades;Actividades de hoteles;Actividades de alojamiento para estancias cortas;Los Lagos;Osorno;Puyehue;726906,0;5491555,0;18,0;CA-OR-25939;Caldera Agua Caliente;Gas Licuado de Petróleo;0,0;Petróleo N 2 (Diesel);5,6489601962179e-07;0,0;Benzene;5,6489601962179e-07;RUEA;-72,3144626049857;-40,69568639357232
135794;1327466;FORESTAL ERWIN IVAN ERICES CASTRO EMPRESA INDIVIDUAL DE RESPONSABILIDA;FORESTAL BOROA EIRL;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;La La Araucanía;Cautín;Padre Las Casas;708514,0;5706377,0;18,0;IN-GEV-24640;Caldera Industrial (Generadora de Vapor o Agua Caliente);Aserrín;2,7777025686992e-07;Viruta, Despuntes;2,8570654992334e-07;0,0;Mercury;5,6347680679326e-07;RUEA;-72,60000285434606;-38,76670083237813
135890;2976317;SERVICIO DE SALUD CONCEPCION;DIRECCION SERVICO DE SALUD CONCEPCION;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;673444,0;5922237,0;18,0;CA-OR-30213;Caldera Agua Caliente;Gas Natural;5,5998462519242e-07;Gas Natural;0,0;0,0;Benzene;5,5998462519242e-07;RUEA;-73,0550980683152;-36,82985580146622
136023;323535;CLINICA BILBAO S.A;CLÍNICA BILBAO;Otras actividades;Centros de atención odontológica privados (establecimientos de atención ambulatoria);Actividades de médicos y odontólogos;Aysén del Gral. Carlos Ibáñez del Campo;Coihaique;Coyhaique;728710,0;4949244,0;18,0;CA-OR-30655;Caldera Agua Caliente;Petróleo N 2 (Diesel);5,4869262659088e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;5,4869262659088e-07;RUEA;-72,06877946442174;-45,57272620765682
136031;9899;CLINICA LAS CONDES S A;CLINICA LAS CONDES;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Las Condes;357665,0;6305112,0;19,0;CA-OR-23984;Caldera Agua Caliente;Gas Natural;5,4817331372714e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;5,4817331372714e-07;RUEA;-70,53025959451627;-33,38385061598127
136081;4585272;EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO;HOSPITAL MILITAR DE SANTIAGO;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Reina;-33,451593295292;-70,539345262265;19,0;CA-OR-31757;Caldera Agua Caliente;Gas Natural;5,4517235291355e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;5,4517235291355e-07;RUEA;-159,24102048854337;-85,52581431663867
136083;5481457;EDIFICIO PLAZA PEDRO DE VALDIVIA;COMUNIDAD PLAZA PEDRO DE VALDIVIA;Otras actividades;Servicios imputados de alquiler de viviendas;Actividades inmobiliarias realizadas con bienes propios o arrendados;Metropolitana de Santiago;0;Providencia;-33,437798;-70,6046904;19,0;CA-OR-33047;Caldera Agua Caliente;Gas Natural;5,4513423783676e-07;Gas Natural;0,0;0,0;Benzene;5,4513423783676e-07;RUEA;-159,24102797495496;-85,52581443736563
136144;3459;AISLAPOL S.A;AISLAPOL S.A. - PLANTA PUERTO MONTT;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Los Lagos;Llanquihue;Puerto Montt;670729,0;5411380,0;18,0;IN-GEV-27632;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 2 (Diesel);0,0;Gas Natural;5,386769304414e-07;0,0;Mercury;5,386769304414e-07;RUEA;-72,95665109482792;-41,43100976559369
136190;5452711;ENAP REFINERIAS S A;PLANTA DE REGASIFICACION PEMUCO;Comercio mayorista;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;Ñuble;Diguillín;Pemuco;737304,0;5914082,0;18,0;CA-OR-11057;Caldera Agua Caliente;Gas Natural;5,3353013436452e-07;Gas Natural;0,0;0,0;Arsenic;5,3353013436452e-07;RUEA;-72,33706735989009;-36,88942802924155
136235;653;MOLY COP CHILE S A;MOLY COP CHILE PLANTA TALCAHUANO;Otras industrias manufactureras;"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";Biobío;Concepción;Talcahuano;667674,0;5931675,0;18,0;CA-OR-25704;Caldera Agua Caliente;Gas Natural;5,31395082249e-07;Gas Licuado de Petróleo;0,0;0,0;Benzene;5,31395082249e-07;RUEA;-73,12184470374295;-36,74586108058311
136245;9899;CLINICA LAS CONDES S A;CLINICA LAS CONDES;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Las Condes;357665,0;6305112,0;19,0;CA-OR-23955;Caldera Agua Caliente;Gas Natural;5,3001483528212e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,3001483528212e-07;RUEA;-70,53025959451627;-33,38385061598127
136284;1510;ELIAS CASSIS S A;ELIAS CASSIS S.A.;Otras industrias manufactureras;Tejedura de productos textiles;Tejedura de productos textiles;Metropolitana de Santiago;Santiago;Ñuñoa;349370,0;6294894,0;19,0;CA-OR-27518;Caldera Agua Caliente;Gas Natural;5,2564786544557e-07;Gas Natural;0,0;0,0;Arsenic;5,2564786544557e-07;RUEA;-70,6211220645353;-33,4748460942007
136285;1510;ELIAS CASSIS S A;ELIAS CASSIS S.A.;Otras industrias manufactureras;Tejedura de productos textiles;Tejedura de productos textiles;Metropolitana de Santiago;Santiago;Ñuñoa;349370,0;6294894,0;19,0;CA-OR-27519;Caldera Agua Caliente;Gas Natural;5,2564786544557e-07;Gas Natural;0,0;0,0;Arsenic;5,2564786544557e-07;RUEA;-70,6211220645353;-33,4748460942007
136294;50397;INDUSTRIAL GLOVER S.P.A;INDUSTRIAL GLOVER SA;Otras industrias manufactureras;Fabricación de muebles principalmente de madera;Fabricación de muebles;La La Araucanía;Cautín;Lautaro;722044,0;5734679,0;18,0;IN-GEV-25816;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;5,2410177061903e-07;Viruta, Despuntes;0,0;0,0;Mercury;5,2410177061903e-07;RUEA;-72,45344924272209;-38,50859839212507
136295;11651;CARLOS CRAMER PRODUCTOS AROMATICOS SACI;PLANTA LUCERNA 4925 CERRILLOS;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Metropolitana de Santiago;Santiago;Cerrillos;342013,0;6293791,0;19,0;CA-OR-3993;Caldera Agua Caliente;Gas Natural;2,6127948454886e-07;Gas Natural;2,6233303085753e-07;0,0;Mercury;5,2361251540639e-07;RUEA;-70,70046479216042;-33,483729703621
136314;9780;STROBEL LIMITADA;PLANTA STROBEL;Otras industrias manufactureras;Tejedura de productos textiles;Tejedura de productos textiles;Metropolitana de Santiago;0;Recoleta;-33,406651292629;-70,644972230268;19,0;IN-GEV-31907;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;5,2263663437048e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,2263663437048e-07;RUEA;-159,24103260086935;-85,52581471398145
136336;308985;CLINICA LOS ANDES S A;CLÍNICA LOS ANDES SA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Biobío;Los Angeles;735520,0;5849947,0;18,0;CA-OR-33283;Caldera Agua Caliente;Gas Natural;5,2007726890618e-07;Gas Natural;0,0;0,0;Benzene;5,2007726890618e-07;RUEA;-72,33685731073068;-37,46737651742919
136337;308985;CLINICA LOS ANDES S A;CLÍNICA LOS ANDES SA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Biobío;Los Angeles;735520,0;5849947,0;18,0;CA-OR-33284;Caldera Agua Caliente;Gas Natural;5,2007558696762e-07;Gas Natural;0,0;0,0;Benzene;5,2007558696762e-07;RUEA;-72,33685731073068;-37,46737651742919
136365;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;HR-PPM-8555;Horno de Refino;Gas Natural;5,1743837137456e-07;Petróleo N 6;0,0;0,0;Arsenic;5,1743837137456e-07;RUEA;-68,88541746483122;-22,315160865017884
